filename	acq_time
eeg/sub-SUAR3707_task-ec_eeg.edf	2024-07-27T14:52:13.000000Z
eeg/sub-SUAR3707_task-eo_eeg.edf	2024-07-27T14:45:44.000000Z
eeg/sub-SUAR3707_task-pc_eeg.edf	2024-07-27T14:57:08.000000Z
