filename	acq_time
eeg/sub-UPSA6139_task-ec_eeg.edf	2024-10-28T14:00:19.000000Z
eeg/sub-UPSA6139_task-eo_eeg.edf	2024-10-28T13:56:55.000000Z
eeg/sub-UPSA6139_task-pc_eeg.edf	2024-10-28T14:04:26.000000Z
