filename	acq_time
eeg/sub-JASI1764_task-ec_eeg.edf	2024-09-13T11:50:30.000000Z
eeg/sub-JASI1764_task-eo_eeg.edf	2024-09-13T11:46:21.000000Z
eeg/sub-JASI1764_task-pc_eeg.edf	2024-09-13T11:54:53.000000Z
