filename	acq_time
eeg/sub-PORA2934_task-ec_eeg.edf	2024-09-21T18:28:40.000000Z
eeg/sub-PORA2934_task-eo_eeg.edf	2024-09-21T18:24:23.000000Z
eeg/sub-PORA2934_task-pc_eeg.edf	2024-09-21T18:34:04.000000Z
