filename	acq_time
eeg/sub-THMA563_task-ec_eeg.edf	2023-11-16T13:51:10.000000Z
eeg/sub-THMA563_task-eo_eeg.edf	2023-11-16T13:47:20.000000Z
eeg/sub-THMA563_task-pc_eeg.edf	2023-11-16T13:56:23.000000Z
